Order No,Product Name,Retail Price,Order Quantity,Sub Total,Expected Sub Total,Difference,Passes Audit
5672-1,HFX LaserJet 3310 Copier,$599.99,8.0,"$21,149.53",$4799.92,$16349.61,False
5674-1,Smiths SlimLine Pencil Sharpener,$11.97,3.0,$275.31,$35.91,$239.40,False
5674-1,Smiths SlimLine Pencil Sharpener,$11.97,11.0,$275.31,$131.67,$143.64,False
5674-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,30.0,$38.86,$243.60,$-204.74,False
5674-1,Smiths SlimLine Pencil Sharpener,$11.97,37.0,$275.31,$442.89,$-167.58,False
5675-1,Apex Preferred Stainless Steel Scissors,$5.68,16.0,$365.52,$90.88,$274.64,False
5676-1,Colored Envelopes,$3.69,50.0,$47.60,$184.50,$-136.90,False
5676-1,Ames Color-File Green Diamond Border X-ray Mailers,$83.98,42.0,"$2,015.52",$3527.16,$-1511.64,False
5676-1,Ames Color-File Green Diamond Border X-ray Mailers,$83.98,33.0,"$2,015.52",$2771.34,$-755.82,False
5676-1,Artisan Binder Labels,$3.89,8.0,$12.22,$31.12,$-18.90,False
5676-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,1.0,$228.00,$7.30,$220.70,False
5677-1,Security-Tint Envelopes,$7.64,34.0,$91.68,$259.76,$-168.08,False
5679-1,EcoTones Memo Sheets,$4.00,8.0,$128.00,$32.00,$96.00,False
5680-1,TechSavi Internet Navigator Keyboard,$30.98,44.0,$371.76,$1363.12,$-991.36,False
5680-1,Economy Rollaway Files,$165.20,19.0,"$8,752.32",$3138.80,$5613.52,False
5680-1,Cando S750 Color Inkjet Printer,$120.97,24.0,"$1,559.87",$2903.28,$-1343.41,False
5681-1,HFX LaserJet 331 Colored Pencils,$9.11,23.0,"$24,599.59",$209.53,$24390.06,False
5681-1,HFX LaserJet 3310 Copier,$599.99,44.0,"$24,599.59",$26399.56,$-1799.97,False
5681-1,Smiths SlimLine Pencil Sharpener,$11.97,43.0,$255.88,$514.71,$-258.83,False
5682-1,HFX LaserJet 3310 Copier,$599.99,30.0,"$11,999.80",$17999.70,$-5999.90,False
5682-1,"Creator Anti Dust Chalk, 12/Pack",$1.82,2.0,$5.32,$3.64,$1.68,False
5682-1,Adesso Programmable 142-Key Keyboard,$152.48,41.0,"$1,305.29",$6251.68,$-4946.39,False
5684-1,Smiths Pushpins,$1.88,8.0,$67.68,$15.04,$52.64,False
5684-1,Smiths General Use 3-Ring Binders,$1.88,6.0,$67.68,$11.28,$56.40,False
5684-1,Bagged Rubber Bands,$1.26,12.0,$67.68,$15.12,$52.56,False
5686-1,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",$27.18,2.0,"$1,146.32",$54.36,$1091.96,False
5686-1,Adesso Programmable 142-Key Keyboard,$152.48,13.0,"$2,017.52",$1982.24,$35.28,False
5687-1,Artisan Arch Ring Binders,$58.10,6.0,$437.20,$348.60,$88.60,False
5687-1,Binder Clips by OIC,$1.48,50.0,$41.64,$74.00,$-32.36,False
5687-1,Binder Clips by OIC,$1.48,1.0,$41.44,$1.48,$39.96,False
5688-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,3.0,$111.94,$89.22,$22.72,False
5689-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,8.0,$565.06,$237.92,$327.14,False
5690-1,Economy Rollaway Files,$165.20,35.0,"$7,599.20",$5782.00,$1817.20,False
5690-1,Economy Rollaway Files,$165.20,10.0,"$7,599.20",$1652.00,$5947.20,False
5691-1,Apex Forged Steel Scissors with Black Enamel Handles,$9.31,34.0,$257.04,$316.54,$-59.50,False
5691-1,TechSavi Access Keyboard,$15.98,43.0,$131.04,$687.14,$-556.10,False
5691-1,Artisan Durable Binders,$2.88,5.0,$85.24,$14.40,$70.84,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,39.0,$223.80,$872.82,$-649.02,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,23.0,$223.80,$514.74,$-290.94,False
5693-1,Artisan Arch Ring Binders,$58.10,34.0,$223.80,$1975.40,$-1751.60,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,29.0,$223.80,$649.02,$-425.22,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,7.0,$223.80,$156.66,$67.14,False
5693-1,Smiths Bulldog Clip,$3.78,22.0,$101.06,$83.16,$17.90,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,41.0,$223.80,$917.58,$-693.78,False
5693-1,Apex Straight Scissors,$12.98,46.0,$277.20,$597.08,$-319.88,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,18.0,$223.80,$402.84,$-179.04,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,42.0,$223.80,$939.96,$-716.16,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,50.0,$223.80,$1119.00,$-895.20,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,37.0,$223.80,$828.06,$-604.26,False
5693-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,37.0,$223.80,$828.06,$-604.26,False
5694-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,27.0,$437.28,$986.85,$-549.57,False
5695-1,PastelOcean Color Pencil Set,$19.84,30.0,$8.94,$595.20,$-586.26,False
5695-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,48.0,$110.76,$136.32,$-25.56,False
5695-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,49.0,$110.76,$139.16,$-28.40,False
5695-1,Smiths Bulldog Clip,$3.78,48.0,$58.46,$181.44,$-122.98,False
5695-1,Alto Memo Cubes,$5.18,48.0,$59.96,$248.64,$-188.68,False
5695-1,Steady Liquid Accent Highlighters,$6.68,34.0,$110.76,$227.12,$-116.36,False
5695-1,1726 Digital Answering Machine,$20.99,16.0,$992.92,$335.84,$657.08,False
5695-1,Artisan Legal 4-Ring Binder,$20.98,47.0,$233.80,$986.06,$-752.26,False
5696-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,47.0,$297.60,$1397.78,$-1100.18,False
5696-1,Artisan Poly Binder Pockets,$3.58,38.0,$127.52,$136.04,$-8.52,False
5696-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,12.0,$256.00,$87.60,$168.40,False
5696-1,Beekin 6 Outlet Metallic Surge Strip,$10.89,1.0,$136.02,$10.89,$125.13,False
5696-1,Bagged Rubber Bands,$1.26,29.0,$53.53,$36.54,$16.99,False
5698-1,Cando PC940 Copier,$449.99,8.0,"$15,299.66",$3599.92,$11699.74,False
5698-1,Cando PC940 Copier,$449.99,39.0,"$15,299.66",$17549.61,$-2249.95,False
5699-1,Smiths SlimLine Pencil Sharpener,$11.97,38.0,$365.92,$454.86,$-88.94,False
5699-1,TechSavi Access Keyboard,$15.98,1.0,$79.90,$15.98,$63.92,False
5699-1,Pizazz Drawing Pencil Set,$2.78,10.0,$93.08,$27.80,$65.28,False
5699-1,Aluminum Document Frame,$12.22,19.0,$565.06,$232.18,$332.88,False
5701-1,Alto Memo Cubes,$5.18,50.0,$46.62,$259.00,$-212.38,False
5701-1,Alto Memo Cubes,$5.18,6.0,$46.62,$31.08,$15.54,False
5701-1,Alto Memo Cubes,$5.18,5.0,$46.62,$25.90,$20.72,False
5702-1,Artisan Durable Poly Binders,$5.53,47.0,$59.63,$259.91,$-200.28,False
5703-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,7.0,$89.32,$56.84,$32.48,False
5703-1,Apex Preferred Stainless Steel Scissors,$5.68,36.0,$259.20,$204.48,$54.72,False
5703-1,UGen Ultra Professional Cordless Optical Suite,$300.97,21.0,$965.06,$6320.37,$-5355.31,False
5703-1,Artisan Round Ring Poly Binders,$2.84,21.0,$59.64,$59.64,$0.00,True
5704-1,Artisan 4877 Labels,$3.69,39.0,$14.58,$143.91,$-129.33,False
5704-1,Artisan Hi-Liter Fluorescent Desk Style Markers,$3.38,40.0,$66.36,$135.20,$-68.84,False
5705-1,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,$3.85,19.0,$76.60,$73.15,$3.45,False
5706-1,Colored Envelopes,$3.69,24.0,$151.29,$88.56,$62.73,False
5706-1,Colored Envelopes,$3.69,8.0,$151.29,$29.52,$121.77,False
5708-1,Artisan Round Ring Poly Binders,$2.84,30.0,$59.64,$85.20,$-25.56,False
5708-1,Artisan Reinforcements for Hole-Punch Pages,$1.98,12.0,$59.64,$23.76,$35.88,False
5708-1,Artisan Reinforcements for Hole-Punch Pages,$1.98,10.0,$59.64,$19.80,$39.84,False
5708-1,Artisan Round Ring Poly Binders,$2.84,37.0,$59.64,$105.08,$-45.44,False
5709-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,8.0,$255.60,$58.40,$197.20,False
5709-1,Office Shears by Apex,$2.08,2.0,$72.20,$4.16,$68.04,False
5710-1,Apex Design Stainless Steel Bent Scissors,$6.84,34.0,$261.92,$232.56,$29.36,False
5710-1,Deluxe Rollaway Locking File with Drawer,$415.88,23.0,"$1,663.52",$9565.24,$-7901.72,False
5710-1,Deluxe Rollaway Locking File with Drawer,$415.88,10.0,"$1,663.52",$4158.80,$-2495.28,False
5710-1,Deluxe Rollaway Locking File with Drawer,$415.88,41.0,"$1,663.52",$17051.08,$-15387.56,False
5711-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,40.0,$39.84,$113.60,$-73.76,False
5711-1,Xit Blank Computer Paper,$19.98,34.0,$959.04,$679.32,$279.72,False
5711-1,Xit Blank Computer Paper,$19.98,8.0,$959.04,$159.84,$799.20,False
5712-1,Artisan 474 Labels,$2.88,30.0,$87.82,$86.40,$1.42,False
5712-1,Xit Blank Computer Paper,$19.98,16.0,$187.22,$319.68,$-132.46,False
5712-1,Apex Straight Scissors,$12.98,43.0,$755.82,$558.14,$197.68,False
5713-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,33.0,$89.32,$267.96,$-178.64,False
5714-1,Multimedia Mailers,$162.93,43.0,"$4,499.90",$7005.99,$-2506.09,False
5715-1,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$8.14,5.0,$82.08,$40.70,$41.38,False
5715-1,Apex Straight Scissors,$12.98,23.0,$278.08,$298.54,$-20.46,False
5715-1,Apex Preferred Stainless Steel Scissors,$5.68,40.0,$180.68,$227.20,$-46.52,False
5715-1,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,$3.85,46.0,$48.74,$177.10,$-128.36,False
5716-1,Apex Elite Stainless Steel Scissors,$8.34,49.0,$412.80,$408.66,$4.14,False
5717-1,Self-Adhesive Removable Labels,$3.15,10.0,$80.96,$31.50,$49.46,False
5717-1,Colored Envelopes,$3.69,23.0,$86.84,$84.87,$1.97,False
5717-1,Artisan Reinforcements for Hole-Punch Pages,$1.98,8.0,$88.06,$15.84,$72.22,False
5717-1,Self-Adhesive Ring Binder Labels,$3.52,25.0,$80.96,$88.00,$-7.04,False
5718-1,Colored Envelopes,$3.69,43.0,$86.88,$158.67,$-71.79,False
5718-1,Colored Push Pins,$1.81,8.0,$86.88,$14.48,$72.40,False
5718-1,Colored Push Pins,$1.81,37.0,$86.88,$66.97,$19.91,False
5718-1,Color-Envelopes,$3.69,12.0,$86.88,$44.28,$42.60,False
5718-1,Colored Envelopes,$3.69,17.0,$86.88,$62.73,$24.15,False
5719-1,Cando PC940 Copier,$449.99,41.0,"$4,499.90",$18449.59,$-13949.69,False
5719-1,Cando PC940 Copier,$449.99,41.0,"$4,499.90",$18449.59,$-13949.69,False
5720-1,Smiths Pushpins,$1.88,34.0,$19.46,$63.92,$-44.46,False
5720-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,43.0,$89.32,$349.16,$-259.84,False
5720-1,Smiths Meta Binder Labels,$3.52,38.0,"$1,067.78",$133.76,$934.02,False
5720-1,Self-Adhesive Removable Labels,$3.15,8.0,$163.08,$25.20,$137.88,False
5720-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,49.0,$89.32,$139.16,$-49.84,False
5720-1,Smiths Metal Binder Clips,$2.62,10.0,$89.32,$26.20,$63.12,False
5720-1,Smiths Metal Binder Clips,$2.62,47.0,$96.94,$123.14,$-26.20,False
5721-1,Smiths Standard Envelopes,$5.68,33.0,$238.56,$187.44,$51.12,False
5721-1,Bolored Envelopes,$3.69,23.0,$144.70,$84.87,$59.83,False
5721-1,Smiths Standard Envelopes,$5.68,27.0,$238.56,$153.36,$85.20,False
5721-1,Smiths Metal Binder Clips,$2.62,9.0,$78.60,$23.58,$55.02,False
5722-1,Steady Liquid Accent Highlighters,$6.68,19.0,$59.63,$126.92,$-67.29,False
5722-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,40.0,$860.12,$895.20,$-35.08,False
5722-1,Artisan 474 Labels,$2.88,17.0,$96.57,$48.96,$47.61,False
5722-1,Artisan 479 Labels,$2.61,4.0,$96.57,$10.44,$86.13,False
5722-1,Steady Major Accent Highlighters,$7.08,23.0,"$1,559.97",$162.84,$1397.13,False
5722-1,Apex Box Cutter Scissors,$10.23,39.0,$470.58,$398.97,$71.61,False
5722-1,Artisan 479 Labels,$2.61,19.0,$96.57,$49.59,$46.98,False
5722-1,Deluxe Rollaway Locking File with Drawer,$415.88,42.0,$959.95,$17466.96,$-16507.01,False
5722-1,Apex Design Stainless Steel Bent Scissors,$6.84,30.0,$177.25,$205.20,$-27.95,False
5722-1,Apex Design Stainless Steel Bent Scissors,$6.84,13.0,$470.58,$88.92,$381.66,False
5722-1,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",$6.47,27.0,$128.00,$174.69,$-46.69,False
5722-1,Artisan 474 Labels,$2.88,50.0,$96.57,$144.00,$-47.43,False
5722-1,Binder Clips by OIC,$1.48,43.0,$96.56,$63.64,$32.92,False
5722-1,Smiths Metal Binder Clips,$2.62,18.0,$69.32,$47.16,$22.16,False
5722-1,Smiths General Use 3-Ring Binders,$1.88,42.0,$65.10,$78.96,$-13.86,False
5722-1,Artisan 474 Labels,$2.88,8.0,$96.57,$23.04,$73.53,False
5723-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,39.0,$89.32,$316.68,$-227.36,False
5723-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,24.0,$89.32,$194.88,$-105.56,False
5723-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,22.0,$89.32,$178.64,$-89.32,False
5723-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,27.0,$89.32,$219.24,$-129.92,False
5723-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,11.0,$89.32,$89.32,$0.00,True
5724-1,Artisan 474 Labels,$2.88,25.0,$23.36,$72.00,$-48.64,False
5724-1,Emerson Stylus 1520 Color Inkjet Printer,$500.97,25.0,"$1,755.89",$12524.25,$-10768.36,False
5724-1,Smiths General Use 3-Ring Binders,$1.88,19.0,$36.40,$35.72,$0.68,False
5724-1,Binder Posts,$5.74,17.0,$150.36,$97.58,$52.78,False
5724-2,Smiths Bulldog Clip,$3.78,48.0,$154.98,$181.44,$-26.46,False
5725-1,Artisan 474 Labels,$2.88,43.0,$46.29,$123.84,$-77.55,False
5725-1,Apex Office Executive Series Stainless Steel Trimmers,$8.57,30.0,$177.22,$257.10,$-79.88,False
5725-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,27.0,$198.00,$802.98,$-604.98,False
5725-1,Xit Blank Computer Paper,$19.98,25.0,$859.12,$499.50,$359.62,False
5725-1,Xit Blank Computer Paper,$19.98,8.0,$85.60,$159.84,$-74.24,False
5726-1,Security-Tint Envelopes,$7.64,24.0,$199.30,$183.36,$15.94,False
5727-1,Fluorescent Highlighters by DrawIt,$3.98,32.0,$163.18,$127.36,$35.82,False
5728-1,Alto Perma 3000 Stacking Storage Drawers,$29.74,20.0,$986.06,$594.80,$391.26,False
5728-1,Xit Blank Computer Paper,$19.98,2.0,"$1,007.20",$39.96,$967.24,False
5729-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,37.0,$45.82,$1352.35,$-1306.53,False
5729-1,TechSavi Access Keyboard,$15.98,39.0,$633.86,$623.22,$10.64,False
5730-1,Smiths SlimLine Pencil Sharpener,$11.97,8.0,$432.20,$95.76,$336.44,False
5731-1,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",$1.95,10.0,$91.58,$19.50,$72.08,False
5732-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,39.0,$269.34,$872.82,$-603.48,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,2.0,$239.40,$13.68,$225.72,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,32.0,$239.40,$218.88,$20.52,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,11.0,$239.40,$75.24,$164.16,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,9.0,$239.40,$61.56,$177.84,False
5732-1,Alto Memo Cubes,$5.18,15.0,$41.96,$77.70,$-35.74,False
5732-1,Artisan Binder Labels,$3.89,13.0,$80.36,$50.57,$29.79,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,21.0,$239.40,$143.64,$95.76,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,39.0,$239.40,$266.76,$-27.36,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,29.0,$239.40,$198.36,$41.04,False
5732-1,Apex Elite Stainless Steel Scissors,$8.34,30.0,$239.40,$250.20,$-10.80,False
5732-1,Apex Elite Stainless Steel Scissors,$8.34,7.0,$229.40,$58.38,$171.02,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.44,29.0,$239.40,$186.76,$52.64,False
5732-1,Apex Design Stainless Steel Bent Scissors,$6.84,16.0,$239.40,$109.44,$129.96,False
5732-1,Steady Major Accent Highlighters,$7.08,26.0,$123.51,$184.08,$-60.57,False
5733-1,TypeRight Side-Opening Peel & Seel Expanding Envelopes,$90.48,48.0,"$4,451.04",$4343.04,$108.00,False
5733-1,TechSavi Internet Navigator Keyboard,$30.98,39.0,$280.32,$1208.22,$-927.90,False
5734-1,Deluxe Rollaway Locking File with Drawer,$415.88,3.0,$300.97,$1247.64,$-946.67,False
5734-1,600 Series Non-Flip,$45.99,8.0,"$2,299.50",$367.92,$1931.58,False
5734-1,Apex Design Stainless Steel Bent Scissors,$6.84,30.0,$239.40,$205.20,$34.20,False
5735-1,1726 Digital Answering Machine,$20.99,47.0,$544.50,$986.53,$-442.03,False
5735-1,Alto Keyboard-In-A-Box,$29.10,50.0,$872.82,$1455.00,$-582.18,False
5735-1,Apex Forged Steel Scissors with Black Enamel Handles,$9.31,38.0,$172.00,$353.78,$-181.78,False
5736-1,Colored Envelopes,$3.69,22.0,$91.50,$81.18,$10.32,False
5736-1,Artisan 474 Labels,$2.88,50.0,$54.52,$144.00,$-89.48,False
5737-1,Artisan Printable Repositionable Plastic Tabs,$8.60,17.0,$412.80,$146.20,$266.60,False
5738-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,33.0,$410.48,$738.54,$-328.06,False
5739-1,Artisan Hole Reinforcements,$6.23,19.0,$33.42,$118.37,$-84.95,False
5739-1,Artisan Poly Binder Pockets,$3.58,8.0,$257.60,$28.64,$228.96,False
5740-1,Assorted Color Push Pins,$1.81,8.0,$16.29,$14.48,$1.81,False
5740-1,Assorted Color Push Pins,$1.81,24.0,$16.29,$43.44,$-27.15,False
5741-1,Binder Posts,$5.74,35.0,$135.00,$200.90,$-65.90,False
5741-1,Apex Elite Stainless Steel Scissors,$8.34,22.0,$131.00,$183.48,$-52.48,False
5741-1,Wirebound Voice Message Log Book,$4.76,45.0,$38.50,$214.20,$-175.70,False
5742-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,39.0,$59.64,$110.76,$-51.12,False
5742-1,Artisan 474 Labels,$2.88,38.0,$61.92,$109.44,$-47.52,False
5742-1,Apex Preferred Stainless Steel Scissors,$5.68,45.0,$251.60,$255.60,$-4.00,False
5742-1,Setffiddawer,$2.12,24.0,$47.78,$50.88,$-3.10,False
5742-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,19.0,$60.64,$53.96,$6.68,False
5743-1,Laser DVD-RAM discs,$35.41,45.0,$35.41,$1593.45,$-1558.04,False
5743-1,Laser DVD-RAM discs,$35.41,31.0,$35.41,$1097.71,$-1062.30,False
5744-1,Wirebound Voice Message Log Book,$4.76,15.0,$259.60,$71.40,$188.20,False
5745-1,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",$2.10,22.0,$48.30,$46.20,$2.10,False
5745-1,Artisan 474 Labels,$2.88,24.0,$47.70,$69.12,$-21.42,False
5745-1,Artisan 48 Labels,$6.30,50.0,$358.00,$315.00,$43.00,False
5745-1,Artisan 487 Labels,$3.69,1.0,$153.98,$3.69,$150.29,False
5745-1,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",$3.26,8.0,$83.12,$26.08,$57.04,False
5747-1,Artisan Arch Ring Binders,$58.10,38.0,$48.92,$2207.80,$-2158.88,False
5747-1,Smiths SlimLine Pencil Sharpener,$11.97,16.0,$102.24,$191.52,$-89.28,False
5749-1,Wirebound Voice Message Log Book,$4.76,39.0,$199.92,$185.64,$14.28,False
5749-1,Colored Envelopes,$3.69,48.0,$259.20,$177.12,$82.08,False
5749-1,Apex Straight Scissors,$12.98,4.0,$278.00,$51.92,$226.08,False
5750-1,Apex Design Stainless Steel Bent Scissors,$6.84,13.0,$177.84,$88.92,$88.92,False
5750-1,Smiths SlimLine Pencil Sharpener,$11.97,9.0,$164.11,$107.73,$56.38,False
5751-1,Smiths File Caddy,$9.38,11.0,$255.00,$103.18,$151.82,False
5751-1,Binder Clips by OIC,$1.48,37.0,$76.60,$54.76,$21.84,False
5752-1,Wirebound Voice Message Log Book,$4.76,23.0,$63.68,$109.48,$-45.80,False
5752-1,Smiths Metal Binder Clips,$2.62,47.0,$95.56,$123.14,$-27.58,False
5752-1,Apex Office Executive Series Stainless Steel Trimmers,$8.57,30.0,$143.98,$257.10,$-113.12,False
5752-1,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",$2.10,44.0,$71.40,$92.40,$-21.00,False
5752-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,18.0,$61.80,$51.12,$10.68,False
5753-1,Artisan Durable Binders,$2.88,10.0,$66.60,$28.80,$37.80,False
5754-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,22.0,$398.26,$492.36,$-94.10,False
5755-1,Artisan 474 Labels,$2.88,4.0,$94.02,$11.52,$82.50,False
5755-1,EcoTones Memo Sheets,$4.00,47.0,"$7,599.84",$188.00,$7411.84,False
5755-1,Artisan Hubbe Reidy-Dton Flip,$95.99,38.0,$147.85,$3647.62,$-3499.77,False
5757-1,Emerson Stylus 1520 Color Inkjet Printer,$500.97,17.0,"$18,535.89",$8516.49,$10019.40,False
5758-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,39.0,$251.06,$872.82,$-621.76,False
5758-1,Artisan Non-Stick Binders,$4.49,44.0,$15.92,$197.56,$-181.64,False
5759-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,24.0,"$1,028.51",$713.76,$314.75,False
5759-1,Artisan Poly Binder Pockets,$3.58,19.0,$411.48,$68.02,$343.46,False
5760-1,OIC Thumb-Tacks,$1.14,49.0,$16.20,$55.86,$-39.66,False
5761-1,Artisan Hi-Liter Fluorescent Desk Style Markers,$3.38,8.0,$199.42,$27.04,$172.38,False
5761-1,Colored Envelopes,$3.69,29.0,$78.92,$107.01,$-28.09,False
5762-1,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$8.14,3.0,$187.22,$24.42,$162.80,False
5762-1,Artisan Binder Labels,$3.89,30.0,$16.92,$116.70,$-99.78,False
5762-1,Smiths General Use 3-Ring Binders,$1.88,34.0,$62.04,$63.92,$-1.88,False
5762-1,Artisan Legal 4-Ring Binder,$20.98,11.0,$275.32,$230.78,$44.54,False
5762-1,Artisan Hi-Liter Fluorescent Desk Style Markers,$3.38,34.0,$187.22,$114.92,$72.30,False
5762-1,Artisan Binder Labels,$3.89,19.0,$187.22,$73.91,$113.31,False
5762-1,Smiths Metal Binder Clips,$2.62,19.0,$58.76,$49.78,$8.98,False
5762-2,Smiths General Use 3-Ring Binders,$1.88,31.0,$59.60,$58.28,$1.32,False
5764-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,42.0,$872.82,$939.96,$-67.14,False
5765-1,Colored Envelopes,$3.69,10.0,$89.32,$36.90,$52.42,False
5766-1,Colored Envelopes,$3.69,9.0,$48.90,$33.21,$15.69,False
5766-1,Colored Envelopes,$3.69,18.0,$47.97,$66.42,$-18.45,False
5766-1,Colored Envelopes,$3.69,14.0,$47.90,$51.66,$-3.76,False
5767-1,Artisan Non-Stick Binders,$4.49,5.0,$47.97,$22.45,$25.52,False
5768-2,"Artisan Flip-Chart Easel Binder, Black",$22.38,48.0,$939.96,$1074.24,$-134.28,False
5768-2,"Artisan Flip-Chart Easel Binder, Black",$22.38,41.0,$939.96,$917.58,$22.38,False
5768-2,Binder Clips by OIC,$1.48,38.0,$59.64,$56.24,$3.40,False
5768-2,"Artisan Flip-Chart Easel Binder, Black",$22.38,46.0,$939.96,$1029.48,$-89.52,False
5768-2,Beekin 105-Key Black Keyboard,$19.98,36.0,$860.18,$719.28,$140.90,False
5768-2,"Artias Flip-Chart Easel Binder, Black",$22.38,8.0,$839.96,$179.04,$660.92,False
5768-2,Beekin 105-Key Black Keyboard,$19.98,47.0,$899.10,$939.06,$-39.96,False
5769-1,Colored Envelopes,$3.69,9.0,$38.50,$33.21,$5.29,False
5769-1,Artisan 487 Labels,$3.69,39.0,$14.76,$143.91,$-129.15,False
5772-1,"Wirebound Message Book, 4 per Page",$5.43,19.0,$16.96,$103.17,$-86.21,False
5772-1,Artisan Hanging File Binders,$5.98,9.0,$177.02,$53.82,$123.20,False
5775-1,OIC Thumb-Tacks,$1.14,40.0,$47.88,$45.60,$2.28,False
5777-1,Artisan 487 Labels,$3.69,45.0,$14.76,$166.05,$-151.29,False
5777-1,Artisan 487 Labels,$3.69,34.0,$14.76,$125.46,$-110.70,False
5777-1,Artisan 479 Labels,$2.61,32.0,$14.76,$83.52,$-68.76,False
5778-1,Adesso Programmable 142-Key Keyboard,$152.48,16.0,"$3,205.70",$2439.68,$766.02,False
5778-1,Artisan Hole Reinforcements,$6.23,30.0,"$11,146.26",$186.90,$10959.36,False
5779-1,UGen Ultra Professional Cordless Optical Suite,$300.97,50.0,"$2,653.00",$15048.50,$-12395.50,False
5779-1,Cando PC940 Copier,$449.99,8.0,"$1,312.72",$3599.92,$-2287.20,False
5779-1,Artisan Hanging File Binders,$5.98,46.0,$88.06,$275.08,$-187.02,False
5779-1,Artisan 474 Labels,$2.88,39.0,$48.80,$112.32,$-63.52,False
5781-1,Artisan Non-Stick Binders,$4.49,30.0,$126.73,$134.70,$-7.97,False
5781-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,42.0,"$1,254.30",$1535.10,$-280.80,False
5782-1,Artisan Durable Binders,$2.88,39.0,$46.42,$112.32,$-65.90,False
5782-1,Artisan 487 Labels,$3.69,6.0,$59.60,$22.14,$37.46,False
5782-1,Laser DVD-RAM discs,$35.41,45.0,$300.97,$1593.45,$-1292.48,False
5782-1,Pizazz Drawing Pencil Set,$2.78,47.0,$50.04,$130.66,$-80.62,False
5782-1,Desktop 3-Pocket Hot File,$54.10,46.0,$265.61,$2488.60,$-2222.99,False
5782-1,Artisan Heavy-Duty EZD  Binder With Locking Rings,$5.58,44.0,$238.55,$245.52,$-6.97,False
